OBJECTID,SimboloUC,N°CartaColores,Descripcion,Edad,UGIntegradas,Comentarios,GlobalID,Shape__Area,Shape__Length
7499,N2Q1-Sc,,Conglomerados de bloques a guijos con intercalaciones de arcillas y arenitas de grano fino a grueso,Plioceno-Pleistoceno,,,c0c727b2-08f0-4140-9696-404f42ed9d57,0.000439632156769676,0.10756304807073
7500,b2k1-Sm,,Shales con yeso y chert intercalados con calizas y arenitas,Valanginiano-Cenomaniano,,,33ea453e-82f1-48c7-a5b8-c9c6db7cc2b4,0.000493984731690489,0.13053782662878
7505,J3-Sc,,"Capas rojas constituidas por arenitas, conglomerados y limolitas.",Jurásico Superior,Formación Girón,,e6748226-2634-403c-ad9d-abdd3ac3dfc8,0.0070395423055345,1.07181513614422
7507,n4n6-Sc,,Arenitas líticas con intercalaciones de arcillolitas de color gris verdoso y conglomerados,Serravaliano-Mesiniano,Formación Villavieja,,c2f44a65-9353-4d0f-bcae-445d44e009bd,0.000391445986011263,0.126506439472528
7508,Q-al,,Depósitos aluviales y de llanuras aluviales,Cuaternario,,,83f4e430-7ae0-4729-be94-0f69f4ff9ae7,0.00168258822344569,0.335326413287041
7509,n3n5-St,,"Lodolitas y shales calcáreos, con algunos niveles de arenitas",Langhiano-Tortoniano,,,f5b36586-2d04-49f9-8751-8f4fa55f77d1,0.000622312395876179,0.221969726713792
7513,MP3NP1-Mag2,,"Gneises cuarzofeldespáticos, migmatitas, granulitas, anfibolitas, ortogneises, cuarcitas y mármoles.",Esténico-Tónico,Gneises y Anfibolitas de Tierradentro,,6e068acc-c526-4406-a6b1-08adc9c21f12,0.000616036697806521,0.100845766425373
7515,Q-al,,Depósitos aluviales y de llanuras aluviales,Cuaternario,,,3e2e4bc2-bac0-4aca-909b-269d39fc2bd4,0.000243082643223147,0.111733994199506
7516,k6-Stm,,Arcillolitas grises y negras y arcillolitas abigarradas con intercalaciones de cuarzoarenitas de grano fino a grueso. Frecuentes mantos de carbón.,Maastrichtiano,Formación Guaduas,,3b37f70e-5d47-4f9f-8a36-d12ee7e2247d,0.000181527227937295,0.0906373673955135
7518,Q-p,,Depósitos de ceniza y lapilli de composición andesítica,Cuaternario,,,6180f063-01b9-43bf-bdbe-4b56751efd18,0.000164822162787459,0.0716537725250637
7519,J1J2-VCct,,"Arenitas, limolitas y calizas intercaladas con tobas, brechas, aglomerados y lavas riolíticas a andesíticas.",Jurásico Inferior-Jurásico Medio,Formación Guatapurí,,f352ae86-a5e1-4bd6-8e79-1aa8326cd2ad,0.000202260494972961,0.0999744800788743
7520,T-Mbg3,,"Esquistos grafíticos, cuarzomoscovíticos, cloríticos y anfibólicos; filitas; cuarcitas; mármoles, y serpentinitas.",Triásico,Esquistos de Mazamorras,,66b83719-9077-4609-8b82-7b25253b5a95,0.0244496573861994,1.19222550230236
7522,Q2-Sm,,Arrecifes coralinos,Holoceno,,,592d797a-f417-4f6d-8dba-53b85d9667ad,9.75315970208612e-07,0.00469732128404132
7527,Q-g,,Depósitos glaciares,Cuaternario,,,d851efe4-251f-4f82-927c-0e2cc1e20053,0.000430777724602649,0.120322290397017
7532,b4b6-Sm,,"Arenitas feldespáticas con intercalaciones de calizas, shales, margas y arenitas glauconíticas.",Barremiano-Albiano,,,a8ec61c5-809d-456d-8bd1-b43e773b5c41,0.000744122747335041,0.180126166447834
7534,T-Pm,,Gabros bandeados isotrópicos y dioritas,Triásico,Stock Gabrodiorítico de Santa Rosa,,560f3e23-d10b-4626-8b1b-136e0950affb,0.00276859359865966,0.461804265469523
7537,N2Q1-Sc,,Conglomerados de bloques a guijos con intercalaciones de arcillas y arenitas de grano fino a grueso,Plioceno-Pleistoceno,,,e0df89ae-2751-4040-9550-2069ee369660,0.000240845072568163,0.125489374585195
7538,Q-ca,,Abanicos aluviales y depósitos coluviales,Cuaternario,,,f505b573-34cc-45ff-b743-37eef2c76289,0.00156174816862631,0.355243854406889
7539,J1J2-VCct,,"Arenitas, limolitas y calizas intercaladas con tobas, brechas, aglomerados y lavas riolíticas a andesíticas.",Jurásico Inferior-Jurásico Medio,Formación Noreán,,37c3e988-4b11-4775-aa60-0a7173ca2d04,0.00228188540717156,0.260546809600504
7540,k1k6-Stm,,"Shales, calizas, fosforitas, cherts y cuarzoarenitas. Predominio de facies finas al norte del Cocuy y facies más arenosas al sur.",Cenomaniano-Maastrichtiano,,,a6958aaa-003d-4b82-ab5d-08b065333389,0.000160796483044123,0.0780161946809724
7541,J1J2-VCct,,"Arenitas, limolitas y calizas intercaladas con tobas, brechas, aglomerados y lavas riolíticas a andesíticas.",Jurásico Inferior-Jurásico Medio,Formación Guatapurí,,86cc6b51-41b8-41ea-871c-90cc5d57d42d,0.00222931468351817,0.285310614850491
7545,n4n6-Sc,,Arenitas líticas con intercalaciones de arcillolitas de color gris verdoso y conglomerados,Serravaliano-Mesiniano,Grupo Honda,,d06bbcf1-b516-48d2-a7a2-7704b7cf9960,0.00177652866901212,0.33878987240432
7546,Q-ca,,Abanicos aluviales y depósitos coluviales,Cuaternario,,,0257d8fb-8360-4b4a-a927-cdd7c6c5affb,0.00193171224253774,0.250535129960021
7547,N2-Sc,,"Conglomerados, y arenitas líticas conglomeráticas intercaladas con arcillolitas, limolitas y turbas.",Plioceno,Formación Raposo,,831ee0c9-4916-4445-90e2-b51d863af18c,0.000499243012441752,0.10389475150797
7548,Q-al,,Depósitos aluviales y de llanuras aluviales,Cuaternario,,,aa736164-2be4-4ddd-8e8e-ebd8b3c6d761,0.000175960297895017,0.0616997783658219
7554,Q-al,,Depósitos aluviales y de llanuras aluviales,Cuaternario,,,f426d8d3-09d3-4dc9-912b-c4488a1d02d8,0.00024456701405029,0.0716606669430864
7559,J3-Sc,,"Capas rojas constituidas por arenitas, conglomerados y limolitas.",Jurásico Superior,Formación Girón,,914fab48-99d7-4961-8a67-c80672c2fe3a,0.00183541878988081,0.617476899205977
7561,Q-Vi,,Andesitas porfiríticas,Cuaternario,,,cc6cf217-5149-4985-9cd0-4ab23f6da921,0.000166562699398298,0.0607975288975854
7564,Q-al,,Depósitos aluviales y de llanuras aluviales,Cuaternario,,,06cf630a-d946-4285-9418-e38b4c813dc8,9.27373292256561e-05,0.0629861314850121
7565,Q-g,,Depósitos glaciares,Cuaternario,,,53fe838d-9b77-4e47-9e6e-019020d3debc,0.000228768125111856,0.0678171066016453
7566,J-Pi,,Granodioritas que varían de sienogranitos a tonalitas y de cuarzomonzonitas a cuarzomonzodioritas,Jurásico,Cuarzomonzodiorita de Sombrerillos,,ca9833fb-e146-4a48-8ebd-4507ad16b833,0.000232529394622816,0.066847107218392
7567,K2-Pu7,,"Harzburgitas, lerzolitas, dunitas y websteritas en interbandeamientos cumulíticos con gabronoritas. Las dunitas se encuentran serpentinizadas.",Cretácico Superior,,,f74c6d78-f9f2-4688-909c-bbc071e4d17b,6.15823159648698e-05,0.06520716259444
7568,E3N1-Sct,,"Lodolitas, arenitas líticas e intercalaciones de conglomerados ferruginosos. Presenta costras de yeso y capas de carbón.",Oligoceno-Mioceno,Grupo Orito,,b3eb1f14-ef99-4429-9bda-dc32a8749d1a,0.0012954322875629,0.306143680767528
7569,e8n2-Sm,,"Calizas, arenitas y lodolitas calcáreas.",Rupeliano-Burdigaliano,Formación Istmina,,c1fc87fc-9868-4ecf-9dec-cf9911150c22,0.000225266743655084,0.13250933278234
7570,DC-Sctm,,"Cuarzoarenitas, arcillolitas, lodolitas grises y, ocasionalmente, calizas y conglomerados.",Devónico-Carbonífero,,,edd81fda-54cb-4ab1-befb-9ac6b78d7403,0.000203690440997661,0.114200723984317
7571,E2-Pi,,Granodioritas que varían a cuarzodioritas y cuarzomonzonitas,Eoceno,,,e51b6f77-81bd-4e05-b500-7eca9b1142f0,0.00445627909567747,0.510039114080928
7572,T?-Sc,,"Capas rojas de limolitas, arenitas de grano fino hasta conglomeráticas, conglomerados y brechas.",Triásico?,Formación Luisa,,6d11630a-5f0d-4743-b0da-b32f11c1356c,0.000319799602408466,0.0884404966170563
7574,J-Hf,,Pórfidos dacíticos y andesíticos,Jurásico,,,3bd44074-10af-4583-9191-66eeab754971,0.000815941257883424,0.203620698161597
7575,e6e9-Sct,,"Arenitas de grano fino a conglomeráticas interestratificadas con arcillolitas y limolitas. Ocasionalmente, lentes de hierro oolítico y carbón.",Bartoniano-Chatiano,,,0b3c5eae-bd25-485a-8b86-1984b11b28e4,0.000904926051902066,0.141418955142644
7578,b6k5-Sm,,"Lodolitas oscuras y margas intercaladas con calizas, cuarzoarenitas y limolitas silíceas.",Albiano-Campaniano,,,95801d52-04ff-4398-84f0-2aa9e21f1377,0.0014546885640172,0.36575370955651
7580,Q-al,,Depósitos aluviales y de llanuras aluviales,Cuaternario,,,10654835-420b-413a-8343-93759069a6ac,0.000359328850862539,0.1175575515625
7583,Q-p,,Depósitos de ceniza y lapilli de composición andesítica,Cuaternario,,,c5570066-ca07-43ca-9ebc-dc821ce3b9f7,0.000422238689878895,0.125603549567636
7584,Q-ca,,Abanicos aluviales y depósitos coluviales,Cuaternario,,,52d40fc8-6e2a-4fc1-b850-09c931acaafb,0.000221627281007386,0.150417391623911
7585,Q-al,,Depósitos aluviales y de llanuras aluviales,Cuaternario,,,17d41d23-b546-4fd8-b752-838c7a2251a0,0.000270637686156761,0.0983890098164638
7586,Q-ca,,Abanicos aluviales y depósitos coluviales,Cuaternario,,,a5ae9dfd-eb7f-4821-b523-621e75e754aa,0.00039256822780942,0.131654702390996
7588,Q-al,,Depósitos aluviales y de llanuras aluviales,Cuaternario,,,18d40d0b-fb01-4e78-b4e6-0f4ecb234170,0.000589639291604271,0.220279299451644
7589,k2k6-Sm7,,"Lodolitas; arenitas lodosas y arenitas líticas; cherts; calizas; tobas, y aglomerados. Localmente cataclasitas.",Turoniano-Maastrichtiano,"Grupo Cañasgordas, Liditas del Barroso",,314fe99b-aa24-46a8-8c7e-ba54eee0df39,0.00166082444226845,0.268912427317575
7593,b2k1-Sm,,Shales con yeso y chert intercalados con calizas y arenitas,Valanginiano-Cenomaniano,,,ac775f50-655a-4174-9079-7c1ef0360e52,0.0001165897217561,0.0424375675117974
7594,K2-Vm7,,"Basaltos toleíticos, y doleritas, picritas, tobas básicas y brechas volcánicas.",Cretácico Superior,Formación Amaime,,e74f8e22-d6c1-461b-8f0e-3c9afdd32b88,0.00569390844526652,0.5339604348842
7597,n6n7-Sm,,"Intercalaciones de lodolitas, arenitas calcáreas y cuarzoarenitas de grano grueso a conglomeráticas.",Mesiniano-Zancleano,Formación El Cerrito,,60fdd5ce-64b2-4d06-b1a9-2a37dbc181c3,0.0109452385580084,1.12750682392174
7599,Q2-Sm,,Arrecifes coralinos,Holoceno,,,a81ef52b-e92f-45ee-8528-6d80a9961e85,3.79885250367806e-06,0.00790485764234164
7602,n3n5-Sm,,"Arenitas líticas y feldespáticas de grano fino a grueso con glauconita, y shales calcáreos intercalados con lodolitas",Langhiano-Tortoniano,Formación Porquera,,9f563a72-672a-4cc0-8fbd-67cd16f66cd1,0.000167898206939299,0.0672123840463789
7604,Q-ca,,Abanicos aluviales y depósitos coluviales,Cuaternario,,,2cfb5bc0-a38d-44ad-8d11-147bb733d15d,0.000166772537397719,0.0731005663872953
7605,e6e9-Sc,,"Intercalaciones de capas rojas de conglomerados, arenitas líticas conglomeráticas y arcillolitas.",Bartoniano-Chatiano,,,f14ae601-a1fb-4f38-8c97-912b61f1691e,0.000403304402738058,0.153175679093288
7606,N2-VCc,,"Tobas intercaladas con aglomerados, brechas, conglomerados, lodolitas y arenitas.",Plioceno,"Formación Popayán, Miembro San Andrés",,a4dab7c9-fb81-49a4-ad1d-3ba3d5f3a740,0.000384120032904889,0.107358050875337
7610,b5b6-Sctm,,"Conglomerados rojizos; arenitas feldespáticas y arcillolitas abigarradas; cuarzoarenitas; calizas y shales, y en el tope, cuarzoarenitas glauconíticas y ferruginosas.",Aptiano-Albiano,,,ef3e2f53-2fab-40e0-853b-53a346a02692,0.00050099416857563,0.144385060884123
7611,PZ-Mm,,Mármoles con intercalaciones menores de cuarcitas,Paleozoico,Complejo Aleluya,,dcb33690-4871-47c7-be76-2a6bbe903baf,0.000175705344020116,0.0540080641435451
7612,n3n4-Vm,,Basaltos,Langhiano-Serravaliano,,,0a8ba2f9-888d-41db-9dca-545dea99dc2d,1.43774423122522e-06,0.00749509227419984
7618,E3N1-Stm,,"Intercalaciones de arenitas localmente conglomeráticas, lodolitas y arcillolitas. Ocasionalmente, delgadas capas de carbón.",Oligoceno-Mioceno,Formación Caja,,c53cc607-8e98-4e3f-8edc-f301fedf6f3e,0.0021216832905111,0.396395715244562
7619,n3n4-Vm,,Basaltos,Langhiano-Serravaliano,,,7bcb31b8-9ace-4300-9e25-e1012d212d57,1.0500217513254e-06,0.00482789975063488
7620,Q-g,,Depósitos glaciares,Cuaternario,,,d9cd488c-1dd1-4cb2-8058-ec77ef41ae70,0.000325712046304716,0.15038925612988
7621,n4n6-Hi,,"Pórfidos dioríticos, granodioríticos y tonalíticos",Serravaliano-Mesiniano,Stock de Yacuanas,,701345f8-3888-48cb-8531-7d18532e765a,0.000716557239002213,0.146191107638334
7623,Q-al,,Depósitos aluviales y de llanuras aluviales,Cuaternario,,,6b257d85-21f8-4638-b3fb-e0636823941a,0.000282579964562046,0.0981486300319777
7624,Q-ca,,Abanicos aluviales y depósitos coluviales,Cuaternario,,,898da9e1-4758-47a7-b8bf-5aba9cf2b5ca,0.000700502224987076,0.131201046481718
7626,b5b6-Sctm,,"Conglomerados rojizos; arenitas feldespáticas y arcillolitas abigarradas; cuarzoarenitas; calizas y shales, y en el tope, cuarzoarenitas glauconíticas y ferruginosas.",Aptiano-Albiano,,,fbc61439-6d75-4f8e-8804-b23f70a01c54,0.00612602326187073,1.07790646491358
7628,OS1-Mbg,,"Filitas, esquistos, cuarcitas, pizarras, metaconglomerados, metalimolitas y mármoles.",Ordovícico-Llandovery,Formación Silgará,,8f15c5ac-bbcb-4086-9033-559f0113fe5b,0.00125316617686622,0.218401838866897
7629,N2Q1-Sc,,Conglomerados de bloques a guijos con intercalaciones de arcillas y arenitas de grano fino a grueso,Plioceno-Pleistoceno,,,d33c43de-55b0-489b-900e-2a21cfb9eb26,0.00147580913409229,0.194622804555954
7630,N1-St,,"Arcillolitas, limolitas, arenitas y conglomerados",Mioceno,Formación Esmita,,d428260d-032e-40f8-842d-0cf82b3f086b,0.000245743643006335,0.115601377697992
7632,Q-ca,,Abanicos aluviales y depósitos coluviales,Cuaternario,,,3acf59a8-1c69-474c-8ad2-d623cf685884,0.000250494455571015,0.128902652231798
7633,N2-Vi,,Lavas e ignimbritas de composición andesítica,Plioceno,"Formación Popayán, Miembro Sombrerillo",,35958855-809c-42cb-92c7-eee09efac8ce,0.000866782665312371,0.247982003823585
7634,Q-al,,Depósitos aluviales y de llanuras aluviales,Cuaternario,,,c3dc6316-38fa-427c-bb1d-c7d5e345414b,0.000892616662667933,0.315133773616461
7635,Q-al,,Depósitos aluviales y de llanuras aluviales,Cuaternario,,,c0445a2e-8831-4c7f-949b-a5a729e833fe,0.000737017156723141,0.3674111532424
7637,Q-ca,,Abanicos aluviales y depósitos coluviales,Cuaternario,,,8be90a86-a5b6-4b40-8224-01161224971c,0.000927747386853639,0.202768553902085
7638,Q-al,,Depósitos aluviales y de llanuras aluviales,Cuaternario,,,29171e79-d4d7-4234-8a41-025aafb0e64a,0.00023558016619063,0.0788423604945152
7643,PZ-Sm,,"Pizarras, filitas y limolitas micáceas intercaladas con cuarzoarenitas",Paleozoico,Formación Anaba,,5085d1c7-9007-4ee0-8097-21bc94de4877,0.00237913952003055,0.410561968806034
7645,N2-Sc,,"Conglomerados, y arenitas líticas conglomeráticas intercaladas con arcillolitas, limolitas y turbas.",Plioceno,Conglomerados de Guamachito,,f256e627-5d8a-4e4a-b61c-41709a4728b3,0.00252890266722261,0.266395592683652
7647,Q-t,,Terrazas aluviales,Cuaternario,,,9b9cead6-0f7d-4104-b64f-3beb5d05febc,0.000731625214029918,0.160554691384685
7648,Q-e,,Depósitos eólicos (dunas) y loes,Cuaternario,,,7616d87d-3e49-4fc8-a972-bad56b45681b,0.000210974274921227,0.0733270820088902
7649,n6n7-St,,"Intercalaciones de conglomerados, arenitas líticas a sublíticas de grano medio a conglomeráticas, arenitas calcáreas y lodolitas.",Mesiniano-Zancleano,Formación Tubará,,7aa761e1-b9b7-4ce8-b33d-610fc07ddf10,0.000156078978818641,0.0785854209324438
7654,MP3NP1-Mag2,,"Gneises cuarzofeldespáticos, migmatitas, granulitas, anfibolitas, ortogneises, cuarcitas y mármoles.",Esténico-Tónico,Gneis del Davis,,fd87036f-7d1c-47b0-b0ee-6e328fb82f17,0.000373145275432307,0.0899480975097486
7655,K2-Vm7,,"Basaltos toleíticos, y doleritas, picritas, tobas básicas y brechas volcánicas.",Cretácico Superior,Basaltos de La Clara-Río Calle,,34dd9417-ff6d-43c7-9bcb-966be9bec2fb,0.000745151332807836,0.303022988700182
7657,b2b6-Sm,,"Shales con yeso, cherts, calizas y arenitas.",Valanginiano-Albiano,,,2b665e43-8eb4-4599-8656-c113a3a51b01,0.000495011424050062,0.118688427453688
7661,K2-Pu7,,"Harzburgitas, lerzolitas, dunitas y websteritas en interbandeamientos cumulíticos con gabronoritas. Las dunitas se encuentran serpentinizadas.",Cretácico Superior,,,aea4eaf6-6e43-452a-89b0-affe7563290a,0.000317170387205579,0.0808362051420807
7664,K2-Pu7,,"Harzburgitas, lerzolitas, dunitas y websteritas en interbandeamientos cumulíticos con gabronoritas. Las dunitas se encuentran serpentinizadas.",Cretácico Superior,,,f80348a0-e1d4-4509-8917-adaa8ceee0dc,0.00861764589288327,0.614060780859095
7666,N2-Sm,,"Lodolitas y arenitas líticas localmente calcáreas con concreciones nodulares, y en la base, conglomerados.",Plioceno,Formación Mayorquín,,e87d5751-81e9-4571-a0f8-5fe153d58e35,0.00116695764192798,0.145217417990392
7668,Q1-ca,,Abanicos aluviales disectados,Pleistoceno,,,1b0d421d-e7ab-4926-b6eb-befa396fff69,0.00029670658187797,0.106624895140011
7670,Q-t,,Terrazas aluviales,Cuaternario,,,67a8ba2c-2c8f-4066-b066-c89dc3b7591c,0.00148837528348622,0.262010205195427
7672,e6e9-Sct,,"Arenitas de grano fino a conglomeráticas interestratificadas con arcillolitas y limolitas. Ocasionalmente, lentes de hierro oolítico y carbón.",Bartoniano-Chatiano,,,254388c8-283e-4e4e-a5bd-7a2199ed3ffa,0.008966781854582,0.582712422190825
7673,E3N1-Stm,,"Intercalaciones de arenitas localmente conglomeráticas, lodolitas y arcillolitas. Ocasionalmente, delgadas capas de carbón.",Oligoceno-Mioceno,Formación Caja,,b2aba50b-4ed5-434d-b099-43aba68e5716,0.000354120638064614,0.16638638969076
7674,MP3NP1-Mag2,,"Gneises cuarzofeldespáticos, migmatitas, granulitas, anfibolitas, ortogneises, cuarcitas y mármoles.",Esténico-Tónico,,,5062c8c4-1ed3-4221-b52d-9555f40a833f,7.89749606440182e-05,0.0636951954850515
7675,b2b5-Sctm,,"Cuarzoarenitas de grano fino a grueso; conglomerados y arenitas feldespáticas y líticas, e intercalaciones de lodolitas oscuras.",Valanginiano-Aptiano,Formación Río Negro,,23e9cfe4-93b4-40c2-a5d8-11d8989bbec6,0.00254402739426496,0.408833164023254
7676,N2-Vi,,Lavas e ignimbritas de composición andesítica,Plioceno,,,2e7a0fbf-4c9d-47d8-ab3b-7b22f9540100,0.00065523257223532,0.15777587090893
7677,N2-Vi,,Lavas e ignimbritas de composición andesítica,Plioceno,,,69867b54-7126-4a09-b4ce-be0baa1b3aea,0.00986117480974258,1.04907407523278
7678,n4n6-Hi,,"Pórfidos dioríticos, granodioríticos y tonalíticos",Serravaliano-Mesiniano,,,2e859213-9979-4d30-9e69-45fbfae4f853,0.000183502956048187,0.0539493685133558
7680,Q2-Sm,,Arrecifes coralinos,Holoceno,,,79ceacd1-2c3d-437e-b10a-ee8e7a662e5e,9.12565678845567e-06,0.021312620510844
7681,Q-e,,Depósitos eólicos (dunas) y loes,Cuaternario,,,8ba79ea8-e014-4699-b1a2-a717c1eece2c,0.0254768864596144,0.997920452358675
7682,k2k6-Sm7,,"Lodolitas; arenitas lodosas y arenitas líticas; cherts; calizas; tobas, y aglomerados. Localmente cataclasitas.",Turoniano-Maastrichtiano,Formación Cansona,,0fe3f4e9-175f-4e79-b4f7-6e4d025b947c,0.00180725049324337,0.469063269365607
7683,Q2-Sm,,Arrecifes coralinos,Holoceno,,,fcb37ef7-ef06-4c43-ad0d-116f788fa6f7,1.5591269630022e-05,0.0321766552749927
7687,Q1-ca,,Abanicos aluviales disectados,Pleistoceno,,,849cefe7-5bb2-4560-91de-65812b56ed38,0.00120368358346923,0.213293395578045
7690,OS1-Mbg,,"Filitas, esquistos, cuarcitas, pizarras, metaconglomerados, metalimolitas y mármoles.",Ordovícico-Llandovery,Formación Silgará,,465432e0-52fe-4e00-be7b-8eb389b2d550,0.000203148823970878,0.0970249849157386
7691,Q-ca,,Abanicos aluviales y depósitos coluviales,Cuaternario,,,07e414a7-e4dd-4cb3-a4f0-fd39c7d91787,0.00104927342277961,0.148598418143632
7693,J-Vf,,Riolitas,Jurásico,,,7bed7560-39b9-4d36-8d09-8f2bf626c38c,0.000259904761264806,0.0728898833211547
7694,J-Pi,,Granodioritas que varían de sienogranitos a tonalitas y de cuarzomonzonitas a cuarzomonzodioritas,Jurásico,Batolito de Ibagué,,0fb72c0a-bce6-499e-a99f-1f1362580b50,0.00841800559358319,0.549362719673335
7695,Q-ca,,Abanicos aluviales y depósitos coluviales,Cuaternario,,,869b0b9d-7471-4dc5-99b8-bed5a14a7d5e,0.000307780068226293,0.137581420356079
7697,Q-ca,,Abanicos aluviales y depósitos coluviales,Cuaternario,,,e2c065f1-2e44-4799-b165-a53644371c6b,0.00040691230518064,0.0852255541024164
7698,E1E2-VCm,,"Basaltos; brechas; aglomerados y tobas intercalados con cherts; limolitas; lodolitas calcáreas, y calizas.",Paleoceno-Eoceno,,,fd4c8f98-380f-4292-a831-6401e9df6386,0.000197306198458591,0.0544639144100099
